Timestamp,League,DisplayName,BaseName,ClassName,Rarity,StackSize,Enchanted1_Display
2026-01-17T23:43:12.9466584+00:00,Unknown,Decurve Bow,Decurve Bow,Bow,Rare,,Enchantment Physical Modifier Effect and No Red Sockets
2026-01-17T23:43:12.9466654+00:00,Unknown,Replica Harvest,Jasper Chopper,Two Hand Axe,Unique,,
2026-01-17T23:44:00.5827979+00:00,Unknown,Replica Advancing Fortress,Gut Ripper,Claw,Unique,,
2026-01-17T23:44:00.5828425+00:00,Unknown,Replica Doedre's Damning,Paua Ring,Ring,Unique,,
2026-01-17T23:44:00.5828500+00:00,Unknown,Replica Bloodplay,Stiletto,Dagger,Unique,,
2026-01-17T23:44:00.5828615+00:00,Unknown,Pernach,Pernach,One Hand Mace,Rare,,Enchantment Attribute Modifier Effect and Attribute Requirement Penalty
2026-01-17T23:44:00.5828814+00:00,Unknown,Imperial Staff,Imperial Staff,Staff,Rare,,Enchantment Caster Damage Modifier Effect
2026-01-17T23:44:52.1331789+00:00,Unknown,Replica Harvest,Jasper Chopper,Two Hand Axe,Unique,,
2026-01-17T23:44:52.1332051+00:00,Unknown,Replica Winterheart,Gold Amulet,Amulet,Unique,,
2026-01-17T23:44:52.1332091+00:00,Unknown,Apex Cleaver,Apex Cleaver,Two Hand Axe,Rare,,
2026-01-17T23:44:52.1332220+00:00,Unknown,Replica Doedre's Damning,Paua Ring,Ring,Unique,,
2026-01-17T23:44:52.1332251+00:00,Unknown,Banishing Blade,Banishing Blade,Two Hand Sword,Rare,,
2026-01-17T23:45:56.7265489+00:00,Unknown,Replica Malachai's Artifice,Unset Ring,Ring,Unique,,
2026-01-17T23:45:56.7265773+00:00,Unknown,Replica Alpha's Howl,Sinner Tricorne,Helmet,Unique,,
2026-01-17T23:45:56.7265825+00:00,Unknown,Replica Heartbreaker,Royal Skean,Rune Dagger,Unique,,
2026-01-17T23:45:56.7265943+00:00,Unknown,17x Chaos Orb,Chaos Orb,StackableCurrency,,17,
2026-01-17T23:45:56.7265973+00:00,Unknown,Coiled Wand,Coiled Wand,Wand,Rare,,Enchantment Critical Modifier Effect
2026-01-17T23:47:03.2389394+00:00,Unknown,Saint's Hauberk,Saint's Hauberk,Body Armour,Rare,,Enchantment Attribute Modifier Effect and No Blue Sockets
2026-01-17T23:47:03.2390001+00:00,Unknown,18x Orb of Binding,Orb of Binding,StackableCurrency,,18,
2026-01-17T23:47:03.2390083+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-17T23:47:03.2390177+00:00,Unknown,Replica Leer Cast,Festival Mask,Helmet,Unique,,
2026-01-17T23:47:03.2390219+00:00,Unknown,Highborn Staff,Highborn Staff,Staff,Rare,,Enchantment Critical Modifier Effect
2026-01-17T23:47:55.3975620+00:00,Unknown,18x Orb of Binding,Orb of Binding,StackableCurrency,,18,
2026-01-17T23:47:55.3975802+00:00,Unknown,Replica Last Resort,Nailed Fist,Claw,Unique,,
2026-01-17T23:47:55.3976218+00:00,Unknown,Replica Winterheart,Gold Amulet,Amulet,Unique,,
2026-01-17T23:47:55.3976304+00:00,Unknown,Replica Innsbury Edge,Elder Sword,One Hand Sword,Unique,,
2026-01-17T23:47:55.3976397+00:00,Unknown,Foundry Bow,Foundry Bow,Bow,Rare,,
2026-01-17T23:48:34.2801106+00:00,Unknown,Replica Three-step Assault,Shagreen Boots,Boots,Unique,,
2026-01-17T23:48:34.2801349+00:00,Unknown,Replica Advancing Fortress,Gut Ripper,Claw,Unique,,
2026-01-17T23:48:34.2801386+00:00,Unknown,Cutthroat's Garb,Cutthroat's Garb,Body Armour,Rare,,Enchantment Defence Modifier Effect
2026-01-17T23:48:34.2801545+00:00,Unknown,Replica Voideye,Unset Ring,Ring,Unique,,
2026-01-17T23:48:34.2801573+00:00,Unknown,Replica Veil of the Night,Great Helmet,Helmet,Unique,,
2026-01-17T23:49:40.0419520+00:00,Unknown,Replica Advancing Fortress,Gut Ripper,Claw,Unique,,
2026-01-17T23:49:40.0420026+00:00,Unknown,19x Regal Orb,Regal Orb,StackableCurrency,,19,
2026-01-17T23:49:40.0420088+00:00,Unknown,17x Chaos Orb,Chaos Orb,StackableCurrency,,17,
2026-01-17T23:49:40.0420101+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-17T23:49:40.0420202+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-17T23:50:35.8105680+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-17T23:50:35.8105968+00:00,Unknown,Replica Veil of the Night,Great Helmet,Helmet,Unique,,
2026-01-17T23:50:35.8106063+00:00,Unknown,1x Tempering Orb,Tempering Orb,StackableCurrency,,1,
2026-01-17T23:50:35.8106109+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-17T23:50:35.8106168+00:00,Unknown,Psychotic Axe,Psychotic Axe,One Hand Axe,Rare,,
2026-01-17T23:51:28.1345335+00:00,Unknown,Replica Quill Rain,Short Bow,Bow,Unique,,
2026-01-17T23:51:28.1345853+00:00,Unknown,20x Instilling Orb,Instilling Orb,StackableCurrency,,20,
2026-01-17T23:51:28.1345937+00:00,Unknown,18x Chaos Orb,Chaos Orb,StackableCurrency,,18,
2026-01-17T23:51:28.1345954+00:00,Unknown,Full Dragonscale,Full Dragonscale,Body Armour,Rare,,Enchantment Attribute Modifier Effect
2026-01-17T23:51:28.1346210+00:00,Unknown,20x Vaal Orb,Vaal Orb,StackableCurrency,,20,
2026-01-17T23:52:32.0274708+00:00,Unknown,Replica Winterheart,Gold Amulet,Amulet,Unique,,
2026-01-17T23:52:32.0275021+00:00,Unknown,Replica Earendel's Embrace,Grinning Fetish,Sceptre,Unique,,
2026-01-17T23:52:32.0275054+00:00,Unknown,Grand Ringmail,Grand Ringmail,Body Armour,Rare,,Enchantment Resistance Modifier Effect and No Green Sockets
2026-01-17T23:52:32.0275236+00:00,Unknown,Replica Wings of Entropy,Ezomyte Axe,Two Hand Axe,Unique,,
2026-01-17T23:52:32.0275322+00:00,Unknown,19x Chaos Orb,Chaos Orb,StackableCurrency,,19,
2026-01-17T23:53:56.2502323+00:00,Unknown,Replica Veil of the Night,Great Helmet,Helmet,Unique,,
2026-01-17T23:53:56.2502599+00:00,Unknown,Replica Oro's Sacrifice,Infernal Sword,Two Hand Sword,Unique,,
2026-01-17T23:53:56.2502645+00:00,Unknown,Replica Sorrow of the Divine,Sulphur Flask,UtilityFlask,Unique,,
2026-01-17T23:53:56.2502701+00:00,Unknown,Alternating Sceptre,Alternating Sceptre,Sceptre,Rare,,
2026-01-17T23:53:56.2502817+00:00,Unknown,Replica Advancing Fortress,Gut Ripper,Claw,Unique,,
2026-01-17T23:54:54.1807922+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-17T23:54:54.1808401+00:00,Unknown,Reaver Axe,Reaver Axe,One Hand Axe,Rare,,Enchantment Fire Modifier Effect and Critical Modifier Effect Penalty
2026-01-17T23:54:54.1808645+00:00,Unknown,Replica Kalisa's Grace,Samite Gloves,Gloves,Unique,,
2026-01-17T23:54:54.1808701+00:00,Unknown,Plated Maul,Plated Maul,Two Hand Mace,Rare,,Enchantment Attribute Modifier Effect and Attribute Requirement
2026-01-17T23:54:54.1808777+00:00,Unknown,Varnished Coat,Varnished Coat,Body Armour,Rare,,Enchantment Attribute Modifier Effect
2026-01-17T23:54:54.1808866+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-17T23:56:12.7602152+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-17T23:56:12.7602476+00:00,Unknown,16x Orb of Binding,Orb of Binding,StackableCurrency,,16,
2026-01-17T23:56:12.7602529+00:00,Unknown,Karui Sceptre,Karui Sceptre,Sceptre,Rare,,Enchantment Attribute Requirement
2026-01-17T23:56:12.7602694+00:00,Unknown,Replica Twyzel,Blasting Wand,Wand,Unique,,
2026-01-17T23:56:12.7602726+00:00,Unknown,Replica Lavianga's Spirit,Sanctified Mana Flask,ManaFlask,Unique,,
2026-01-17T23:57:22.3470940+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-17T23:57:22.3471234+00:00,Unknown,Replica Alpha's Howl,Sinner Tricorne,Helmet,Unique,,
2026-01-17T23:57:22.3471290+00:00,Unknown,Replica Allelopathy,Satin Gloves,Gloves,Unique,,
2026-01-17T23:57:22.3471362+00:00,Unknown,Replica Prismweave,Rustic Sash,Belt,Unique,,
2026-01-17T23:57:22.3471412+00:00,Unknown,Coronal Leather,Coronal Leather,Body Armour,Rare,,Enchantment Mana Modifier Effect and No Blue Sockets
2026-01-17T23:57:56.6470363+00:00,Unknown,Eclipse Staff,Eclipse Staff,Staff,Rare,,Enchantment Attribute Requirement
2026-01-17T23:57:56.6470766+00:00,Unknown,Replica Heartbreaker,Royal Skean,Rune Dagger,Unique,,
2026-01-17T23:57:56.6470870+00:00,Unknown,20x Orb of Scouring,Orb of Scouring,StackableCurrency,,20,
2026-01-17T23:57:56.6470953+00:00,Unknown,Replica Prismweave,Rustic Sash,Belt,Unique,,
2026-01-17T23:57:56.6470983+00:00,Unknown,Replica Bloodplay,Stiletto,Dagger,Unique,,
2026-01-17T23:59:02.6746947+00:00,Unknown,Replica Veil of the Night,Great Helmet,Helmet,Unique,,
2026-01-17T23:59:02.6747183+00:00,Unknown,Void Axe,Void Axe,Two Hand Axe,Rare,,Enchantment Physical Modifier Effect and Attribute Requirement
2026-01-17T23:59:02.6747329+00:00,Unknown,Accumulator Wand,Accumulator Wand,Wand,Rare,,
2026-01-17T23:59:02.6747411+00:00,Unknown,18x Cartographer's Chisel,Cartographer's Chisel,StackableCurrency,,18,
2026-01-17T23:59:02.6747443+00:00,Unknown,Replica Reckless Defence,Cobalt Jewel,Jewel,Unique,,
2026-01-18T00:00:09.8396083+00:00,Unknown,Replica Kalisa's Grace,Samite Gloves,Gloves,Unique,,
2026-01-18T00:00:09.8396354+00:00,Unknown,Triumphant Lamellar,Triumphant Lamellar,Body Armour,Rare,,Enchantment Mana Modifier Effect
2026-01-18T00:00:09.8396494+00:00,Unknown,Replica Tasalio’s Sign,Sapphire Ring,Ring,Unique,,
2026-01-18T00:00:09.8396566+00:00,Unknown,Replica Alpha's Howl,Sinner Tricorne,Helmet,Unique,,
2026-01-18T00:00:09.8396601+00:00,Unknown,Replica Malachai's Artifice,Unset Ring,Ring,Unique,,
2026-01-18T00:00:56.3180988+00:00,Unknown,1x Tailoring Orb,Tailoring Orb,StackableCurrency,,1,
2026-01-18T00:00:56.3181116+00:00,Unknown,15x Chaos Orb,Chaos Orb,StackableCurrency,,15,
2026-01-18T00:00:56.3181137+00:00,Unknown,Sundering Axe,Sundering Axe,Two Hand Axe,Rare,,Enchantment Mana Modifier Effect and Only Blue Sockets
2026-01-18T00:00:56.3181591+00:00,Unknown,Replica Wings of Entropy,Ezomyte Axe,Two Hand Axe,Unique,,
2026-01-18T00:00:56.3181678+00:00,Unknown,Replica Prismweave,Rustic Sash,Belt,Unique,,
2026-01-18T00:02:02.3514367+00:00,Unknown,Geodesic Ring,Geodesic Ring,Ring,Rare,,
2026-01-18T00:02:02.3514949+00:00,Unknown,Replica Allure,Vaal Claw,Claw,Unique,,
2026-01-18T00:02:02.3514980+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-18T00:02:02.3515050+00:00,Unknown,Replica Earendel's Embrace,Grinning Fetish,Sceptre,Unique,,
2026-01-18T00:02:02.3515136+00:00,Unknown,18x Vaal Orb,Vaal Orb,StackableCurrency,,18,
2026-01-18T00:03:38.4861008+00:00,Unknown,Replica Pacifism,Viridian Jewel,Jewel,Unique,,
2026-01-18T00:03:38.4861260+00:00,Unknown,The Fulcrum,Ezomyte Staff,Warstaff,Unique,,
2026-01-18T00:03:38.4861287+00:00,Unknown,Replica Twyzel,Blasting Wand,Wand,Unique,,
2026-01-18T00:03:38.4861352+00:00,Unknown,Replica Restless Ward,Carnal Armour,Body Armour,Unique,,
2026-01-18T00:03:38.4861382+00:00,Unknown,Replica Prismweave,Rustic Sash,Belt,Unique,,
2026-01-18T00:04:13.6776799+00:00,Unknown,Replica Pacifism,Viridian Jewel,Jewel,Unique,,
2026-01-18T00:04:13.6778528+00:00,Unknown,The Fulcrum,Ezomyte Staff,Warstaff,Unique,,
2026-01-18T00:04:13.6778570+00:00,Unknown,Replica Twyzel,Blasting Wand,Wand,Unique,,
2026-01-18T00:04:13.6778631+00:00,Unknown,Replica Restless Ward,Carnal Armour,Body Armour,Unique,,
2026-01-18T00:04:13.6778670+00:00,Unknown,Replica Prismweave,Rustic Sash,Belt,Unique,,
2026-01-18T00:05:45.4084003+00:00,Unknown,Replica Bloodplay,Stiletto,Dagger,Unique,,
2026-01-18T00:05:45.4084253+00:00,Unknown,Reaver Axe,Reaver Axe,One Hand Axe,Rare,,Enchantment Ailment Modifier Effect and White Sockets
2026-01-18T00:05:45.4085639+00:00,Unknown,Replica Last Resort,Nailed Fist,Claw,Unique,,
2026-01-18T00:05:45.4085707+00:00,Unknown,Burnished Foil,Burnished Foil,Thrusting One Hand Sword,Rare,,Enchantment Caster Damage Modifier Effect
2026-01-18T00:05:45.4085766+00:00,Unknown,Desert Brigandine,Desert Brigandine,Body Armour,Rare,,Enchantment Resistance Modifier Effect and White Socket
2026-01-18T00:06:40.8279250+00:00,Unknown,Congregator Wand,Congregator Wand,Wand,Rare,,
2026-01-18T00:06:40.8279679+00:00,Unknown,Replica Doedre's Damning,Paua Ring,Ring,Unique,,
2026-01-18T00:06:40.8279711+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-18T00:06:40.8279805+00:00,Unknown,Replica Three-step Assault,Shagreen Boots,Boots,Unique,,
2026-01-18T00:06:40.8279843+00:00,Unknown,Replica Ambu's Charge,Crusader Chainmail,Body Armour,Unique,,
2026-01-18T00:06:40.8279896+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-18T00:07:32.9565471+00:00,Unknown,Full Dragonscale,Full Dragonscale,Body Armour,Rare,,Enchantment Attribute Modifier Effect and No Red Sockets
2026-01-18T00:07:32.9566244+00:00,Unknown,Replica Powerlessness,Cobalt Jewel,Jewel,Unique,,
2026-01-18T00:07:32.9569898+00:00,Unknown,20x Orb of Binding,Orb of Binding,StackableCurrency,,20,
2026-01-18T00:07:32.9570019+00:00,Unknown,Replica Leer Cast,Festival Mask,Helmet,Unique,,
2026-01-18T00:07:32.9570279+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-18T00:07:32.9570401+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-18T00:09:06.5266579+00:00,Unknown,Replica Tasalio’s Sign,Sapphire Ring,Ring,Unique,,
2026-01-18T00:09:06.5266922+00:00,Unknown,Replica Ambu's Charge,Crusader Chainmail,Body Armour,Unique,,
2026-01-18T00:09:06.5266944+00:00,Unknown,Replica Ambu's Charge,Crusader Chainmail,Body Armour,Unique,,
2026-01-18T00:09:06.5267014+00:00,Unknown,Fancy Foil,Fancy Foil,Thrusting One Hand Sword,Rare,,Enchantment Fire Modifier Effect and Attribute Requirement Penalty
2026-01-18T00:09:06.5267158+00:00,Unknown,Replica Ambu's Charge,Crusader Chainmail,Body Armour,Unique,,
2026-01-18T00:15:02.0696079+00:00,Unknown,Replica Ambu's Charge,Crusader Chainmail,Body Armour,Unique,,
2026-01-18T00:15:02.0696322+00:00,Unknown,Replica Ambu's Charge,Crusader Chainmail,Body Armour,Unique,,
2026-01-18T00:15:02.0696345+00:00,Unknown,Replica Tasalio’s Sign,Sapphire Ring,Ring,Unique,,
2026-01-18T00:15:02.0696397+00:00,Unknown,Fancy Foil,Fancy Foil,Thrusting One Hand Sword,Rare,,Enchantment Fire Modifier Effect and Attribute Requirement Penalty
2026-01-18T00:15:02.0696509+00:00,Unknown,Replica Ambu's Charge,Crusader Chainmail,Body Armour,Unique,,
2026-01-18T00:15:33.8734171+00:00,Unknown,Replica Ambu's Charge,Crusader Chainmail,Body Armour,Unique,,
2026-01-18T00:15:33.8736451+00:00,Unknown,Replica Ambu's Charge,Crusader Chainmail,Body Armour,Unique,,
2026-01-18T00:15:33.8736493+00:00,Unknown,Fancy Foil,Fancy Foil,Thrusting One Hand Sword,Rare,,Enchantment Fire Modifier Effect and Attribute Requirement Penalty
2026-01-18T00:15:33.8737214+00:00,Unknown,Replica Ambu's Charge,Crusader Chainmail,Body Armour,Unique,,
2026-01-18T00:15:33.8737245+00:00,Unknown,Replica Tasalio’s Sign,Sapphire Ring,Ring,Unique,,
2026-01-18T00:25:54.6258857+00:00,Unknown,Conjurer's Vestment,Conjurer's Vestment,Body Armour,Rare,,Enchantment Resistance Modifier Effect and Only Blue Sockets
2026-01-18T00:25:54.6260727+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-18T00:25:54.6260788+00:00,Unknown,Replica Twyzel,Blasting Wand,Wand,Unique,,
2026-01-18T00:25:54.6260990+00:00,Unknown,15x Orb of Scouring,Orb of Scouring,StackableCurrency,,15,
2026-01-18T00:25:54.6261024+00:00,Unknown,Replica Malachai's Artifice,Unset Ring,Ring,Unique,,
2026-01-18T00:29:01.8446551+00:00,Unknown,Replica Leer Cast,Festival Mask,Helmet,Unique,,
2026-01-18T00:29:01.8446822+00:00,Unknown,Necromancer Silks,Necromancer Silks,Body Armour,Rare,,Enchantment Mana Modifier Effect and No Blue Sockets
2026-01-18T00:29:01.8446954+00:00,Unknown,Replica Harvest,Jasper Chopper,Two Hand Axe,Unique,,
2026-01-18T00:29:01.8447027+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-18T00:29:01.8447055+00:00,Unknown,Pecoraro,Pecoraro,Thrusting One Hand Sword,Rare,,Enchantment Attribute Requirement
2026-01-18T00:29:01.8447135+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-18T01:10:19.0302050+00:00,Unknown,Fiend Dagger,Fiend Dagger,Rune Dagger,Rare,,Enchantment Lightning Modifier Effect and Speed Modifier Effect Penalty
2026-01-18T01:10:19.0309528+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-18T01:10:19.0309628+00:00,Unknown,Replica Prismweave,Rustic Sash,Belt,Unique,,
2026-01-18T01:10:19.0309681+00:00,Unknown,Replica Voidwalker,Murder Boots,Boots,Unique,,
2026-01-18T01:10:19.0309720+00:00,Unknown,Chest Splitter,Chest Splitter,One Hand Axe,Rare,,Enchantment Attribute Requirement
2026-01-18T01:10:48.8635440+00:00,Unknown,Replica Veil of the Night,Great Helmet,Helmet,Unique,,
2026-01-18T01:10:48.8635727+00:00,Unknown,Replica Innsbury Edge,Elder Sword,One Hand Sword,Unique,,
2026-01-18T01:10:48.8635753+00:00,Unknown,Primordial Staff,Primordial Staff,Staff,Rare,,Enchantment Speed Modifier Effect and Attribute Requirement
2026-01-18T01:10:48.8643939+00:00,Unknown,1x Tempering Orb,Tempering Orb,StackableCurrency,,1,
2026-01-18T01:10:48.8644090+00:00,Unknown,15x Orb of Binding,Orb of Binding,StackableCurrency,,15,
2026-01-18T01:12:09.8917395+00:00,Unknown,18x Regal Orb,Regal Orb,StackableCurrency,,18,
2026-01-18T01:12:09.8917484+00:00,Unknown,Sundering Axe,Sundering Axe,Two Hand Axe,Rare,,Enchantment Cold Modifier Effect and Speed Modifier Effect
2026-01-18T01:12:09.8917774+00:00,Unknown,Replica Tasalio’s Sign,Sapphire Ring,Ring,Unique,,
2026-01-18T01:12:09.8917833+00:00,Unknown,Replica Victario's Charity,Laminated Kite Shield,Shield,Unique,,
2026-01-18T01:12:09.8917860+00:00,Unknown,Disapprobation Axe,Disapprobation Axe,One Hand Axe,Rare,,
2026-01-18T01:13:13.0834818+00:00,Unknown,17x Orb of Scouring,Orb of Scouring,StackableCurrency,,17,
2026-01-18T01:13:13.0834913+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-18T01:13:13.0835206+00:00,Unknown,20x Orb of Unmaking,Orb of Unmaking,StackableCurrency,,20,
2026-01-18T01:13:13.0835220+00:00,Unknown,Actum,Butcher Axe,One Hand Axe,Unique,,
2026-01-18T01:13:13.0835294+00:00,Unknown,Replica Grip of the Council,Arcanist Gloves,Gloves,Unique,,
2026-01-18T01:14:00.0939218+00:00,Unknown,16x Chaos Orb,Chaos Orb,StackableCurrency,,16,
2026-01-18T01:14:00.0939286+00:00,Unknown,Eagle Claw,Eagle Claw,Claw,Rare,,Enchantment Critical Modifier Effect and No Green Sockets
2026-01-18T01:14:00.0939564+00:00,Unknown,Replica Lioneye's Paws,Bronzescale Boots,Boots,Unique,,
2026-01-18T01:14:00.0939627+00:00,Unknown,Replica Reckless Defence,Cobalt Jewel,Jewel,Unique,,
2026-01-18T01:14:00.0939653+00:00,Unknown,Replica Tasalio’s Sign,Sapphire Ring,Ring,Unique,,
2026-01-18T01:14:54.5770177+00:00,Unknown,Replica Doedre's Damning,Paua Ring,Ring,Unique,,
2026-01-18T01:14:54.5770618+00:00,Unknown,Replica Quill Rain,Short Bow,Bow,Unique,,
2026-01-18T01:14:54.5770728+00:00,Unknown,15x Chaos Orb,Chaos Orb,StackableCurrency,,15,
2026-01-18T01:14:54.5770782+00:00,Unknown,Replica Infractem,Decimation Bow,Bow,Unique,,
2026-01-18T01:14:54.5770870+00:00,Unknown,Replica Winterheart,Gold Amulet,Amulet,Unique,,
2026-01-18T01:16:02.0850693+00:00,Unknown,Battle Lamellar,Battle Lamellar,Body Armour,Rare,,Enchantment Defence Modifier Effect and Only Green Sockets
2026-01-18T01:16:02.0851517+00:00,Unknown,Corsair Sword,Corsair Sword,One Hand Sword,Rare,,Enchantment Physical Modifier Effect
2026-01-18T01:16:02.0851635+00:00,Unknown,Opal Wand,Opal Wand,Wand,Rare,,Enchantment Caster Damage Modifier Effect and Attribute Modifier Effect
2026-01-18T01:16:02.0851706+00:00,Unknown,Replica Leer Cast,Festival Mask,Helmet,Unique,,
2026-01-18T01:16:02.0851759+00:00,Unknown,Replica Restless Ward,Carnal Armour,Body Armour,Unique,,
2026-01-18T01:16:46.2874484+00:00,Unknown,Replica Ambu's Charge,Crusader Chainmail,Body Armour,Unique,,
2026-01-18T01:16:46.2874781+00:00,Unknown,Behemoth Mace,Behemoth Mace,One Hand Mace,Rare,,Enchantment Caster Damage Modifier Effect
2026-01-18T01:16:46.2874891+00:00,Unknown,Replica Fencoil,Gnarled Branch,Staff,Unique,,
2026-01-18T01:16:46.2875000+00:00,Unknown,19x Vaal Orb,Vaal Orb,StackableCurrency,,19,
2026-01-18T01:16:46.2875036+00:00,Unknown,Imperial Skean,Imperial Skean,Rune Dagger,Rare,,Enchantment Caster Damage Modifier Effect and Critical Modifier Effect
2026-01-18T01:17:35.5673699+00:00,Unknown,Replica Advancing Fortress,Gut Ripper,Claw,Unique,,
2026-01-18T01:17:35.5673988+00:00,Unknown,1x Orb of Annulment,Orb of Annulment,StackableCurrency,,1,
2026-01-18T01:17:35.5674022+00:00,Unknown,Battery Staff,Battery Staff,Staff,Rare,,
2026-01-18T01:17:35.5674206+00:00,Unknown,Replica Fragility,Crimson Jewel,Jewel,Unique,,
2026-01-18T01:17:35.5674232+00:00,Unknown,Replica Dreamfeather,Eternal Sword,One Hand Sword,Unique,,
2026-01-18T01:18:15.7110653+00:00,Unknown,Replica Malachai's Artifice,Unset Ring,Ring,Unique,,
2026-01-18T01:18:15.7111278+00:00,Unknown,Replica Bitterdream,Shadow Sceptre,Sceptre,Unique,,
2026-01-18T01:18:15.7111342+00:00,Unknown,Replica Quill Rain,Short Bow,Bow,Unique,,
2026-01-18T01:18:15.7111492+00:00,Unknown,Replica Bloodplay,Stiletto,Dagger,Unique,,
2026-01-18T01:18:15.7111553+00:00,Unknown,Replica Volkuur's Guidance,Zealot Gloves,Gloves,Unique,,
2026-01-18T01:21:17.5036941+00:00,Unknown,1x Tailoring Orb,Tailoring Orb,StackableCurrency,,1,
2026-01-18T01:21:17.5037028+00:00,Unknown,Replica Alpha's Howl,Sinner Tricorne,Helmet,Unique,,
2026-01-18T01:21:17.5037226+00:00,Unknown,Replica Mistwall,Lacquered Buckler,Shield,Unique,,
2026-01-18T01:21:17.5037252+00:00,Unknown,Lathi,Lathi,Staff,Rare,,Enchantment Attribute Requirement
2026-01-18T01:21:17.5037388+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-18T01:22:14.9701001+00:00,Unknown,Replica Veil of the Night,Great Helmet,Helmet,Unique,,
2026-01-18T01:22:14.9701529+00:00,Unknown,Replica Ambu's Charge,Crusader Chainmail,Body Armour,Unique,,
2026-01-18T01:22:14.9701594+00:00,Unknown,Replica Bitterdream,Shadow Sceptre,Sceptre,Unique,,
2026-01-18T01:22:14.9701737+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-18T01:22:14.9701781+00:00,Unknown,Battery Staff,Battery Staff,Staff,Rare,,
2026-01-18T01:22:14.9702186+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-18T01:22:56.5930308+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-18T01:22:56.5930586+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-18T01:22:56.5930608+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-18T01:22:56.5930683+00:00,Unknown,Geodesic Ring,Geodesic Ring,Ring,Rare,,
2026-01-18T01:22:56.5930840+00:00,Unknown,Replica Innsbury Edge,Elder Sword,One Hand Sword,Unique,,
2026-01-18T01:24:11.0295183+00:00,Unknown,Replica Prismweave,Rustic Sash,Belt,Unique,,
2026-01-18T01:24:11.0295471+00:00,Unknown,Replica Veil of the Night,Great Helmet,Helmet,Unique,,
2026-01-18T01:24:11.0295521+00:00,Unknown,Butcher Axe,Butcher Axe,One Hand Axe,Rare,,Enchantment Fire Modifier Effect
2026-01-18T01:24:11.0295757+00:00,Unknown,16x Orb of Binding,Orb of Binding,StackableCurrency,,16,
2026-01-18T01:24:11.0295807+00:00,Unknown,Replica Iron Commander,Death Bow,Bow,Unique,,
2026-01-18T01:24:49.9219278+00:00,Unknown,Sanguine Raiment,Sanguine Raiment,Body Armour,Rare,,Enchantment Resistance Modifier Effect and Only Green Sockets
2026-01-18T01:24:49.9219609+00:00,Unknown,Cutlass,Cutlass,One Hand Sword,Rare,,Enchantment Physical Modifier Effect
2026-01-18T01:24:49.9219685+00:00,Unknown,Desert Brigandine,Desert Brigandine,Body Armour,Rare,,Enchantment Resistance Modifier Effect
2026-01-18T01:24:49.9219722+00:00,Unknown,Replica Victario's Charity,Laminated Kite Shield,Shield,Unique,,
2026-01-18T01:24:49.9219750+00:00,Unknown,Replica Primordial Might,Crimson Jewel,Jewel,Unique,,
2026-01-18T01:25:34.2886577+00:00,Unknown,Replica Ambu's Charge,Crusader Chainmail,Body Armour,Unique,,
2026-01-18T01:25:34.2887102+00:00,Unknown,Replica Fencoil,Gnarled Branch,Staff,Unique,,
2026-01-18T01:25:34.2887227+00:00,Unknown,16x Chaos Orb,Chaos Orb,StackableCurrency,,16,
2026-01-18T01:25:34.2887298+00:00,Unknown,Replica Bloodplay,Stiletto,Dagger,Unique,,
2026-01-18T01:25:34.2887397+00:00,Unknown,Imperial Bow,Imperial Bow,Bow,Rare,,Enchantment White Sockets
